Country,2020
Canada,9.24
United States,7.92
Austria,8.16
Belgium,7.51
Cyprus,7.56
Denmark,9.15
Finland,9.2
France,7.99
Germany,8.67
Greece,7.39
Iceland,9.37
Ireland,9.05
Italy,7.74
Luxembourg,8.68
Malta,7.68
Netherlands,8.96
Norway,9.81
Portugal,7.9
Spain,8.12
Sweden,9.26
Switzerland,8.83
Turkey,4.48
United Kingdom,8.54
Albania,6.08
Armenia,5.35
Azerbaijan,2.68
Belarus,2.59
Bosnia and Herzegovina,4.84
Bulgaria,6.71
Croatia,6.5
Czech Republic,7.67
Estonia,7.84
Georgia,5.31
Hungary,6.56
Kazakhstan,3.14
Kyrgyzstan,4.21
Latvia,7.24
Lithuania,7.13
Moldova,5.78
Montenegro,5.77
North Macedonia,5.89
Poland,6.85
Romania,6.4
Russia,3.31
Serbia,6.22
Slovakia,6.97
Slovenia,7.54
Tajikistan,1.94
Turkmenistan,1.72
Ukraine,5.81
Uzbekistan,2.12
Argentina,6.95
Bolivia,5.08
Brazil,6.92
Chile,8.28
Colombia,7.04
Costa Rica,8.16
Cuba,2.84
Dominican Republic,6.32
Ecuador,6.13
El Salvador,5.9
Guatemala,4.97
Guyana,6.01
Haiti,4.22
Honduras,5.36
Jamaica,7.13
Mexico,6.07
Nicaragua,3.6
Panama,7.18
Paraguay,6.18
Peru,6.53
Suriname,6.82
Trinidad and Tobago,7.16
Uruguay,8.61
Venezuela,2.76
Afghanistan,2.85
Australia,8.96
Bangladesh,5.99
Bhutan,5.71
Cambodia,3.1
China,2.27
Fiji,5.72
Hong Kong,5.57
India,6.61
Indonesia,6.3
Japan,8.13
Laos,1.77
Malaysia,7.19
Mongolia,6.48
Myanmar,3.04
Nepal,5.22
New Zealand,9.25
North Korea,1.08
Pakistan,4.31
Papua New Guinea,6.1
Philippines,6.56
Singapore,6.03
South Korea,8.01
Sri Lanka,6.14
Taiwan,8.94
Thailand,6.04
East Timor,7.06
Vietnam,2.94
Algeria,3.77
Bahrain,2.49
Egypt,2.93
Iran,2.2
Iraq,3.62
Israel,7.84
Jordan,3.62
Kuwait,3.8
Lebanon,4.16
Libya,1.95
Morocco,5.04
Oman,3.0
Palestine,3.83
Qatar,3.24
Saudi Arabia,2.08
Sudan,2.54
Syria,1.43
Tunisia,6.59
United Arab Emirates,2.7
Yemen,1.95
Angola,3.66
Benin,4.58
Botswana,7.62
Burkina Faso,3.73
Burundi,2.14
Cape Verde,7.65
Cameroon,2.77
Central African Republic,1.32
Chad,1.55
Comoros,3.09
Republic of the Congo,3.11
Ivory Coast,4.11
Democratic Republic of the Congo,1.13
Djibouti,2.71
Equatorial Guinea,1.92
Eritrea,2.15
Eswatini,3.08
Ethiopia,3.38
Gabon,3.54
Gambia,4.49
Ghana,6.5
Guinea,3.08
Guinea-Bissau,2.63
Kenya,5.05
Lesotho,6.3
Liberia,5.32
Madagascar,5.7
Malawi,5.74
Mali,3.93
Mauritania,3.92
Mauritius,8.14
Mozambique,3.51
Namibia,6.52
Niger,3.29
Nigeria,4.1
Rwanda,3.1
Senegal,5.67
Sierra Leone,4.86
South Africa,7.05
Tanzania,5.1
Togo,2.8
Uganda,4.94
Zambia,4.86
Zimbabwe,3.16
